image_file,text_id,text,confidence,bbox_coords
9035000_h5_w12.png,90,BASIN,0.9949,"[[498.0, 1419.0], [654.0, 1419.0], [654.0, 1456.0], [498.0, 1456.0]]"
9035000_h5_w12.png,91,Sekondi,0.9984,"[[1394.0, 1423.0], [1581.0, 1423.0], [1581.0, 1473.0], [1394.0, 1473.0]]"
9035000_h5_w12.png,92,ccra,0.9239,"[[1681.0, 1429.0], [1720.0, 1399.0], [1774.0, 1470.0], [1735.0, 1500.0]]"
9035000_h5_w12.png,93,No,0.8709,"[[1829.0, 1432.0], [1872.0, 1417.0], [1898.0, 1493.0], [1856.0, 1508.0]]"
9035000_h5_w12.png,94,C.Palmas,0.9763,"[[910.0, 1467.0], [1144.0, 1467.0], [1144.0, 1508.0], [910.0, 1508.0]]"
9035000_h5_w12.png,95,Takoradi,0.9923,"[[1390.0, 1468.0], [1592.0, 1473.0], [1591.0, 1519.0], [1389.0, 1514.0]]"
9035000_h5_w12.png,96,GUL,0.9937,"[[1829.0, 1590.0], [1944.0, 1590.0], [1944.0, 1627.0], [1829.0, 1627.0]]"
9035000_h5_w12.png,98,EQL,0.9039,"[[1938.0, 1627.0], [1998.0, 1627.0], [1998.0, 1671.0], [1938.0, 1671.0]]"
9035000_h5_w12.png,99,GUINEA,0.9964,"[[1247.0, 1702.0], [1448.0, 1707.0], [1447.0, 1750.0], [1245.0, 1746.0]]"
9035000_h5_w12.png,100,Sao T,0.9177,"[[1865.0, 1726.0], [1999.0, 1737.0], [1999.0, 1789.0], [1861.0, 1778.0]]"
9035000_h5_w12.png,102,Sao I,0.862,"[[1873.0, 1804.0], [1992.0, 1804.0], [1992.0, 1850.0], [1873.0, 1850.0]]"
9035000_h5_w12.png,103,BASIN,0.9956,"[[1269.0, 1865.0], [1433.0, 1865.0], [1433.0, 1908.0], [1269.0, 1908.0]]"
9053003_h6_w6.png,1,PLUTON,0.9957,"[[1362.0, 1105.0], [1510.0, 1072.0], [1519.0, 1114.0], [1371.0, 1146.0]]"
9053003_h6_w6.png,7,UT,0.9302,"[[1088.0, 1225.0], [1196.0, 1207.0], [1202.0, 1242.0], [1094.0, 1260.0]]"
9053003_h6_w6.png,8,DE,0.9433,"[[1110.0, 1277.0], [1201.0, 1272.0], [1203.0, 1312.0], [1112.0, 1317.0]]"
9053003_h6_w6.png,10,HIB,0.8926,"[[1069.0, 1348.0], [1197.0, 1325.0], [1204.0, 1363.0], [1076.0, 1385.0]]"
9053003_h6_w6.png,11,irov,0.9319,"[[1152.0, 1387.0], [1257.0, 1371.0], [1262.0, 1407.0], [1158.0, 1422.0]]"
9094002_h5_w10.png,1,HALL OF,0.8624,"[[560.0, 104.0], [679.0, 104.0], [679.0, 140.0], [560.0, 140.0]]"
9094002_h5_w10.png,2,LK.MERRIT,0.918,"[[1479.0, 100.0], [1648.0, 98.0], [1648.0, 127.0], [1479.0, 129.0]]"
9094002_h5_w10.png,3,HOWARD,0.9973,"[[83.0, 133.0], [212.0, 133.0], [212.0, 169.0], [83.0, 169.0]]"
9094002_h5_w10.png,4,JOSTIC,0.9318,"[[554.0, 140.0], [677.0, 140.0], [677.0, 169.0], [554.0, 169.0]]"
9094002_h5_w10.png,5,TOWER,0.9773,"[[998.0, 144.0], [1100.0, 144.0], [1100.0, 173.0], [998.0, 173.0]]"
9094002_h5_w10.png,6,AKESIDE,0.9936,"[[1773.0, 138.0], [1894.0, 138.0], [1894.0, 167.0], [1773.0, 167.0]]"
9094002_h5_w10.png,7,TERMINAL,0.9973,"[[108.0, 165.0], [251.0, 160.0], [252.0, 189.0], [109.0, 194.0]]"
9094002_h5_w10.png,8,JACK LONDON,0.9313,"[[333.0, 165.0], [517.0, 165.0], [517.0, 194.0], [333.0, 194.0]]"
9094002_h5_w10.png,10,INN,0.9767,"[[356.0, 194.0], [408.0, 194.0], [408.0, 219.0], [356.0, 219.0]]"
9094002_h5_w10.png,12,JACK LONDON,0.8965,"[[229.0, 238.0], [406.0, 238.0], [406.0, 265.0], [229.0, 265.0]]"
9094002_h5_w10.png,13,AMRON -LAKE,0.9075,"[[1421.0, 285.0], [1640.0, 288.0], [1639.0, 317.0], [1421.0, 314.0]]"
9094002_h5_w10.png,14,STANFORD,0.9939,"[[1415.0, 312.0], [1567.0, 312.0], [1567.0, 342.0], [1415.0, 342.0]]"
9094002_h5_w10.png,15,MERRE,0.9768,"[[1616.0, 315.0], [1741.0, 308.0], [1742.0, 337.0], [1618.0, 344.0]]"
9094002_h5_w10.png,16,ATERFRONT PLAZ,0.9573,"[[4.0, 344.0], [267.0, 344.0], [267.0, 379.0], [4.0, 379.0]]"
9094002_h5_w10.png,17,HOUSE,0.9909,"[[1438.0, 344.0], [1535.0, 344.0], [1535.0, 375.0], [1438.0, 375.0]]"
9094002_h5_w10.png,18,LANEY.,0.9498,"[[967.0, 381.0], [1073.0, 381.0], [1073.0, 415.0], [967.0, 415.0]]"
9094002_h5_w10.png,19,SHO,0.9784,"[[1610.0, 404.0], [1672.0, 409.0], [1669.0, 438.0], [1607.0, 433.0]]"
9094002_h5_w10.png,20,COLLEGE,0.9466,"[[983.0, 417.0], [1115.0, 417.0], [1115.0, 446.0], [983.0, 446.0]]"
9094002_h5_w10.png,22,KTVU,0.9801,"[[623.0, 458.0], [710.0, 458.0], [710.0, 488.0], [623.0, 488.0]]"
9094002_h5_w10.png,23,BLOG,0.874,"[[646.0, 488.0], [729.0, 488.0], [729.0, 519.0], [646.0, 519.0]]"
9094002_h5_w10.png,24,STUARY,0.9924,"[[760.0, 510.0], [885.0, 510.0], [885.0, 546.0], [760.0, 546.0]]"
9094002_h5_w10.png,25,HARBOR,0.9778,"[[508.0, 523.0], [631.0, 596.0], [611.0, 631.0], [487.0, 558.0]]"
9094002_h5_w10.png,27,MARINER,0.9971,"[[231.0, 556.0], [369.0, 556.0], [369.0, 592.0], [231.0, 592.0]]"
9094002_h5_w10.png,32,ALAMEDA CO.MED,0.9179,"[[1598.0, 606.0], [1883.0, 606.0], [1883.0, 635.0], [1598.0, 635.0]]"
9094002_h5_w10.png,33,CTR-HIGHLAND,0.9544,"[[1571.0, 635.0], [1804.0, 635.0], [1804.0, 665.0], [1571.0, 665.0]]"
9094002_h5_w10.png,34,HOSP,0.9938,"[[1702.0, 662.0], [1800.0, 662.0], [1800.0, 702.0], [1702.0, 702.0]]"
9094002_h5_w10.png,35,MARINA,0.9909,"[[625.0, 679.0], [742.0, 679.0], [742.0, 715.0], [625.0, 715.0]]"
9094002_h5_w10.png,36,VILLAGE,0.963,"[[644.0, 717.0], [775.0, 717.0], [775.0, 752.0], [644.0, 752.0]]"
9094002_h5_w10.png,37,ILDREN'S,0.9883,"[[0.0, 740.0], [127.0, 740.0], [127.0, 775.0], [0.0, 775.0]]"
9094002_h5_w10.png,38,ATRE,0.9937,"[[2.0, 768.0], [86.0, 776.0], [83.0, 807.0], [0.0, 799.0]]"
9094002_h5_w10.png,39,NINTHAU,0.9564,"[[960.0, 819.0], [1104.0, 819.0], [1104.0, 854.0], [960.0, 854.0]]"
9094002_h5_w10.png,40,TERMINAL,0.9858,"[[968.0, 854.0], [1114.0, 850.0], [1115.0, 879.0], [969.0, 884.0]]"
9094002_h5_w10.png,41,MOTEL6,0.9437,"[[1079.0, 885.0], [1225.0, 885.0], [1225.0, 921.0], [1079.0, 921.0]]"
9094002_h5_w10.png,42,MARINA,0.9862,"[[598.0, 917.0], [712.0, 917.0], [712.0, 940.0], [598.0, 940.0]]"
9094002_h5_w10.png,43,EMBARCADERO,0.9904,"[[1011.0, 910.0], [1252.0, 913.0], [1252.0, 948.0], [1010.0, 946.0]]"
9094002_h5_w10.png,44,VILLAGEINN,0.9888,"[[578.0, 935.0], [771.0, 940.0], [770.0, 975.0], [577.0, 971.0]]"
9094002_h5_w10.png,45,CTR,0.9773,"[[16.0, 955.0], [85.0, 965.0], [80.0, 996.0], [11.0, 986.0]]"
9094002_h5_w10.png,47,ALAMEDA,0.9981,"[[308.0, 1044.0], [519.0, 1044.0], [519.0, 1088.0], [308.0, 1088.0]]"
9094002_h5_w10.png,48,U.S.COAST,0.98,"[[1088.0, 1090.0], [1240.0, 1090.0], [1240.0, 1125.0], [1088.0, 1125.0]]"
9094002_h5_w10.png,49,GUARD BASE,0.9461,"[[1114.0, 1119.0], [1299.0, 1114.0], [1300.0, 1150.0], [1115.0, 1154.0]]"
9094002_h5_w10.png,50,EMBARCADERO,0.9426,"[[1115.0, 1156.0], [1315.0, 1156.0], [1315.0, 1185.0], [1115.0, 1185.0]]"
9094002_h5_w10.png,51,ALAMEDA,0.9967,"[[431.0, 1177.0], [583.0, 1177.0], [583.0, 1212.0], [431.0, 1212.0]]"
9094002_h5_w10.png,53,ALAMEDA,0.9976,"[[967.0, 1191.0], [1123.0, 1196.0], [1122.0, 1234.0], [966.0, 1229.0]]"
9094002_h5_w10.png,54,COUE,0.8832,"[[1229.0, 1183.0], [1308.0, 1183.0], [1308.0, 1212.0], [1229.0, 1212.0]]"
9094002_h5_w10.png,55,MONTGOMERT,0.921,"[[1660.0, 1194.0], [1865.0, 1194.0], [1865.0, 1229.0], [1660.0, 1229.0]]"
9094002_h5_w10.png,57,LIBRARY,0.9821,"[[590.0, 1206.0], [723.0, 1206.0], [723.0, 1235.0], [590.0, 1235.0]]"
9094002_h5_w10.png,58,CITYHALL,0.9441,"[[752.0, 1233.0], [910.0, 1233.0], [910.0, 1269.0], [752.0, 1269.0]]"
9094002_h5_w10.png,59,MARINA,0.9976,"[[996.0, 1227.0], [1121.0, 1227.0], [1121.0, 1256.0], [996.0, 1256.0]]"
9094002_h5_w10.png,60,WARD,0.9952,"[[1724.0, 1234.0], [1828.0, 1229.0], [1830.0, 1266.0], [1726.0, 1271.0]]"
9094002_h5_w10.png,62,FRUI,0.9653,"[[1912.0, 1246.0], [1998.0, 1246.0], [1998.0, 1283.0], [1912.0, 1283.0]]"
9094002_h5_w10.png,63,ALAMEDA,0.9905,"[[404.0, 1283.0], [540.0, 1283.0], [540.0, 1312.0], [404.0, 1312.0]]"
9094002_h5_w10.png,64,DIST,0.9897,"[[1918.0, 1280.0], [1996.0, 1274.0], [1999.0, 1308.0], [1920.0, 1313.0]]"
9094002_h5_w10.png,66,MUS,0.9819,"[[477.0, 1312.0], [550.0, 1312.0], [550.0, 1344.0], [477.0, 1344.0]]"
9094002_h5_w10.png,67,MEDA,0.9977,"[[0.0, 1372.0], [101.0, 1380.0], [98.0, 1417.0], [0.0, 1410.0]]"
9094002_h5_w10.png,69,NIMITZ,0.9897,"[[1508.0, 1395.0], [1553.0, 1384.0], [1586.0, 1528.0], [1541.0, 1539.0]]"
9094002_h5_w10.png,70,TOWN CT,0.9227,"[[25.0, 1405.0], [186.0, 1418.0], [184.0, 1453.0], [22.0, 1441.0]]"
9094002_h5_w10.png,74,BROAOWAS,0.8588,"[[556.0, 1536.0], [715.0, 1524.0], [717.0, 1552.0], [557.0, 1563.0]]"
9094002_h5_w10.png,77,ALTARENA,0.9666,"[[842.0, 1567.0], [996.0, 1567.0], [996.0, 1602.0], [842.0, 1602.0]]"
9094002_h5_w10.png,78,PLAYHOUS,0.9782,"[[844.0, 1598.0], [996.0, 1598.0], [996.0, 1633.0], [844.0, 1633.0]]"
9094002_h5_w10.png,79,HIGH,0.961,"[[1872.0, 1653.0], [1955.0, 1643.0], [1960.0, 1678.0], [1876.0, 1688.0]]"
9094002_h5_w10.png,80,RWY,0.8604,"[[1597.0, 1694.0], [1637.0, 1700.0], [1626.0, 1777.0], [1586.0, 1771.0]]"
9094002_h5_w10.png,81,BAY FARM,0.944,"[[279.0, 1852.0], [460.0, 1852.0], [460.0, 1890.0], [279.0, 1890.0]]"
9094002_h5_w10.png,82,ISLAND,0.9972,"[[294.0, 1894.0], [423.0, 1894.0], [423.0, 1931.0], [294.0, 1931.0]]"
9094002_h5_w10.png,83,MUTUAL,0.9943,"[[1769.0, 1902.0], [1894.0, 1902.0], [1894.0, 1938.0], [1769.0, 1938.0]]"
9094002_h5_w10.png,84,STARR,0.9944,"[[1779.0, 1931.0], [1894.0, 1931.0], [1894.0, 1969.0], [1779.0, 1969.0]]"
9094002_h5_w10.png,85,TOWER,0.9943,"[[1785.0, 1965.0], [1898.0, 1965.0], [1898.0, 1994.0], [1785.0, 1994.0]]"
9096002_h4_w8.png,1,WALT,0.9983,"[[2.0, 4.0], [127.0, 4.0], [127.0, 42.0], [2.0, 42.0]]"
9096002_h4_w8.png,2,CITRUS,0.9937,"[[492.0, 8.0], [633.0, 8.0], [633.0, 52.0], [492.0, 52.0]]"
9096002_h4_w8.png,3,SNEY,0.997,"[[0.0, 42.0], [125.0, 42.0], [125.0, 88.0], [0.0, 88.0]]"
9096002_h4_w8.png,4,HARRIS,0.9913,"[[1283.0, 38.0], [1433.0, 38.0], [1433.0, 73.0], [1283.0, 73.0]]"
9096002_h4_w8.png,5,OWER,0.9974,"[[512.0, 52.0], [623.0, 52.0], [623.0, 88.0], [512.0, 88.0]]"
9096002_h4_w8.png,7,NORLD,0.9496,"[[0.0, 85.0], [146.0, 85.0], [146.0, 129.0], [0.0, 129.0]]"
9096002_h4_w8.png,8,ORLANDO,0.9467,"[[1125.0, 78.0], [1509.0, 94.0], [1507.0, 151.0], [1122.0, 135.0]]"
9096002_h4_w8.png,9,UNIVERSAL,0.9568,"[[738.0, 102.0], [954.0, 102.0], [954.0, 144.0], [738.0, 144.0]]"
9096002_h4_w8.png,10,CITY,0.995,"[[0.0, 142.0], [75.0, 142.0], [75.0, 179.0], [0.0, 179.0]]"
9096002_h4_w8.png,11,50ISLANDS ORLANDO,0.9373,"[[565.0, 135.0], [965.0, 144.0], [964.0, 188.0], [564.0, 179.0]]"
9096002_h4_w8.png,13,OFADVENTURE,0.985,"[[579.0, 175.0], [821.0, 175.0], [821.0, 204.0], [579.0, 204.0]]"
9096002_h4_w8.png,14,NGDOM,0.9956,"[[2.0, 190.0], [142.0, 190.0], [142.0, 227.0], [2.0, 227.0]]"
9096002_h4_w8.png,15,CITY,0.9962,"[[877.0, 188.0], [948.0, 188.0], [948.0, 217.0], [877.0, 217.0]]"
9096002_h4_w8.png,16,CHURCH ST.STN,0.9207,"[[1105.0, 191.0], [1486.0, 200.0], [1485.0, 242.0], [1104.0, 233.0]]"
9096002_h4_w8.png,17,CONTEMPORARY,0.9976,"[[421.0, 212.0], [700.0, 212.0], [700.0, 242.0], [421.0, 242.0]]"
9096002_h4_w8.png,18,WAL,0.9941,"[[894.0, 221.0], [967.0, 221.0], [967.0, 242.0], [894.0, 242.0]]"
9096002_h4_w8.png,19,DIAN,0.996,"[[4.0, 256.0], [92.0, 256.0], [92.0, 288.0], [4.0, 288.0]]"
9096002_h4_w8.png,20,RESORT,0.9959,"[[533.0, 250.0], [656.0, 250.0], [656.0, 279.0], [533.0, 279.0]]"
9096002_h4_w8.png,21,STADIUM,0.9909,"[[1111.0, 258.0], [1273.0, 265.0], [1272.0, 301.0], [1110.0, 293.0]]"
9096002_h4_w8.png,22,CITRUSS,0.9876,"[[1108.0, 298.0], [1260.0, 298.0], [1260.0, 327.0], [1108.0, 327.0]]"
9096002_h4_w8.png,23,UNIVERSAL,0.9939,"[[704.0, 329.0], [892.0, 329.0], [892.0, 358.0], [704.0, 358.0]]"
9096002_h4_w8.png,25,EPCOT,0.9908,"[[366.0, 354.0], [478.0, 359.0], [476.0, 394.0], [364.0, 389.0]]"
9096002_h4_w8.png,26,STUDIOS,0.9897,"[[746.0, 363.0], [881.0, 360.0], [881.0, 389.0], [746.0, 392.0]]"
9096002_h4_w8.png,27,VETNWILD,0.9545,"[[1061.0, 364.0], [1248.0, 369.0], [1247.0, 404.0], [1060.0, 400.0]]"
9096002_h4_w8.png,30,DOWNTOWN BUENA,0.9368,"[[425.0, 502.0], [754.0, 502.0], [754.0, 544.0], [425.0, 544.0]]"
9096002_h4_w8.png,31,SEAWORLD,0.994,"[[982.0, 510.0], [1196.0, 517.0], [1195.0, 552.0], [981.0, 545.0]]"
9096002_h4_w8.png,32,ACH,0.9861,"[[1379.0, 508.0], [1442.0, 513.0], [1440.0, 542.0], [1376.0, 537.0]]"
9096002_h4_w8.png,33,WAN,0.9949,"[[54.0, 525.0], [129.0, 525.0], [129.0, 548.0], [54.0, 548.0]]"
9096002_h4_w8.png,34,DISNEY-MGM,0.9492,"[[160.0, 527.0], [375.0, 525.0], [375.0, 562.0], [161.0, 565.0]]"
9096002_h4_w8.png,35,IN,0.8798,"[[1577.0, 533.0], [1650.0, 533.0], [1650.0, 556.0], [1577.0, 556.0]]"
9096002_h4_w8.png,36,DISNEY,0.995,"[[428.0, 544.0], [555.0, 535.0], [557.0, 566.0], [431.0, 576.0]]"
9096002_h4_w8.png,37,VISTA,0.9961,"[[644.0, 544.0], [740.0, 544.0], [740.0, 573.0], [644.0, 573.0]]"
9096002_h4_w8.png,38,EXP,0.9615,"[[1823.0, 539.0], [1905.0, 551.0], [1902.0, 574.0], [1820.0, 561.0]]"
9096002_h4_w8.png,39,NDID CHINA,0.9446,"[[1.0, 556.0], [201.0, 567.0], [199.0, 603.0], [0.0, 591.0]]"
9096002_h4_w8.png,40,AQUATICA,0.9717,"[[1050.0, 556.0], [1206.0, 556.0], [1206.0, 585.0], [1050.0, 585.0]]"
9096002_h4_w8.png,41,STUDIOS,0.9742,"[[233.0, 567.0], [375.0, 567.0], [375.0, 596.0], [233.0, 596.0]]"
9096002_h4_w8.png,42,ISCOVERY,0.9816,"[[792.0, 573.0], [940.0, 573.0], [940.0, 602.0], [792.0, 602.0]]"
9096002_h4_w8.png,43,WORLDOF,0.981,"[[2.0, 596.0], [160.0, 596.0], [160.0, 625.0], [2.0, 625.0]]"
9096002_h4_w8.png,46,COVE,0.9959,"[[762.0, 604.0], [948.0, 604.0], [948.0, 633.0], [762.0, 633.0]]"
9096002_h4_w8.png,47,ORCHIDS,0.994,"[[77.0, 625.0], [210.0, 625.0], [210.0, 654.0], [77.0, 654.0]]"
9096002_h4_w8.png,50,CELEBRATION,0.9956,"[[428.0, 662.0], [671.0, 667.0], [670.0, 704.0], [427.0, 700.0]]"
9096002_h4_w8.png,52,GATORLAND,0.997,"[[909.0, 706.0], [1144.0, 711.0], [1143.0, 752.0], [908.0, 748.0]]"
9096002_h4_w8.png,53,DAVENPORT,0.9867,"[[212.0, 752.0], [408.0, 748.0], [409.0, 785.0], [213.0, 790.0]]"
9096002_h4_w8.png,54,TOHOPEKALiC,0.9068,"[[1011.0, 758.0], [1281.0, 763.0], [1281.0, 792.0], [1010.0, 787.0]]"
9096002_h4_w8.png,56,HAINES,0.9966,"[[205.0, 783.0], [357.0, 788.0], [355.0, 827.0], [204.0, 823.0]]"
9096002_h4_w8.png,57,ST.CLOUD,0.9772,"[[966.0, 800.0], [1146.0, 807.0], [1145.0, 844.0], [964.0, 837.0]]"
9096002_h4_w8.png,58,TOHOPEKAL,0.9878,"[[502.0, 810.0], [725.0, 810.0], [725.0, 840.0], [502.0, 840.0]]"
9096002_h4_w8.png,59,ORLANDO INT,0.9504,"[[1356.0, 804.0], [1608.0, 804.0], [1608.0, 846.0], [1356.0, 846.0]]"
9096002_h4_w8.png,60,CITY,0.9931,"[[233.0, 823.0], [319.0, 823.0], [319.0, 860.0], [233.0, 860.0]]"
9096002_h4_w8.png,64,AIRPORT,0.9969,"[[1429.0, 848.0], [1581.0, 848.0], [1581.0, 883.0], [1429.0, 883.0]]"
9096002_h4_w8.png,66,HISTORIC,0.997,"[[91.0, 925.0], [247.0, 918.0], [248.0, 956.0], [93.0, 963.0]]"
9096002_h4_w8.png,67,BOK,0.9798,"[[67.0, 958.0], [173.0, 958.0], [173.0, 988.0], [67.0, 988.0]]"
9096002_h4_w8.png,68,SANCTUARY,0.9935,"[[81.0, 988.0], [279.0, 988.0], [279.0, 1023.0], [81.0, 1023.0]]"
9096002_h4_w8.png,69,SCENIC,0.9964,"[[871.0, 1023.0], [994.0, 989.0], [1002.0, 1019.0], [879.0, 1052.0]]"
9096002_h4_w8.png,70,NAT,0.9948,"[[738.0, 1055.0], [814.0, 1044.0], [818.0, 1074.0], [742.0, 1085.0]]"
9096002_h4_w8.png,71,FLORIDA,0.9932,"[[539.0, 1071.0], [706.0, 1066.0], [707.0, 1098.0], [540.0, 1102.0]]"
9096002_h4_w8.png,72,STATEPK,0.9878,"[[127.0, 1094.0], [305.0, 1087.0], [307.0, 1125.0], [128.0, 1132.0]]"
9096002_h4_w8.png,75,KISSIMMEL,0.9482,"[[131.0, 1159.0], [335.0, 1154.0], [336.0, 1189.0], [132.0, 1194.0]]"
9096002_h4_w8.png,77,KENANSVILLE,0.9959,"[[629.0, 1279.0], [890.0, 1279.0], [890.0, 1315.0], [629.0, 1315.0]]"
9096002_h4_w8.png,78,KMARIAN,0.9531,"[[292.0, 1300.0], [492.0, 1300.0], [492.0, 1329.0], [292.0, 1329.0]]"
9096002_h4_w8.png,79,YEEHAW,0.9829,"[[308.0, 1465.0], [446.0, 1465.0], [446.0, 1502.0], [308.0, 1502.0]]"
9096002_h4_w8.png,80,BLUE CYPRESS,0.961,"[[925.0, 1483.0], [1202.0, 1483.0], [1202.0, 1519.0], [925.0, 1519.0]]"
9096002_h4_w8.png,81,JCT,0.9932,"[[344.0, 1502.0], [419.0, 1502.0], [419.0, 1540.0], [344.0, 1540.0]]"
9096002_h4_w8.png,82,MELBOUP,0.9238,"[[1817.0, 1556.0], [1998.0, 1556.0], [1998.0, 1594.0], [1817.0, 1594.0]]"
9096002_h4_w8.png,84,DRUM,0.9778,"[[453.0, 1649.0], [563.0, 1655.0], [561.0, 1690.0], [452.0, 1685.0]]"
9096002_h4_w8.png,85,FLORIDA INSTI,0.9743,"[[1731.0, 1698.0], [1994.0, 1698.0], [1994.0, 1733.0], [1731.0, 1733.0]]"
9096002_h4_w8.png,86,OFTECHNOL,0.9817,"[[1773.0, 1735.0], [1999.0, 1735.0], [1999.0, 1771.0], [1773.0, 1771.0]]"
9096002_h4_w8.png,87,CYPRESS,0.9676,"[[7.0, 1760.0], [154.0, 1765.0], [154.0, 1794.0], [6.0, 1789.0]]"
9096002_h4_w8.png,88,ORIDA,0.8576,"[[861.0, 1778.0], [887.0, 1753.0], [955.0, 1826.0], [929.0, 1850.0]]"
9096002_h4_w8.png,89,QUARTERS,0.9237,"[[8.0, 1798.0], [204.0, 1798.0], [204.0, 1825.0], [8.0, 1825.0]]"
9096002_h4_w8.png,90,SEBASTIAN,0.9911,"[[1710.0, 1842.0], [1934.0, 1835.0], [1936.0, 1879.0], [1711.0, 1886.0]]"
9096002_h4_w8.png,91,GIFFORD,0.9864,"[[1700.0, 1894.0], [1872.0, 1889.0], [1873.0, 1927.0], [1701.0, 1932.0]]"
9103002_h2_w6.png,1,HARMAR,0.9959,"[[385.0, 4.0], [585.0, 2.0], [586.0, 40.0], [386.0, 42.0]]"
9103002_h2_w6.png,2,HULTON,0.9923,"[[1312.0, 31.0], [1452.0, 31.0], [1452.0, 67.0], [1312.0, 67.0]]"
9103002_h2_w6.png,4,BRIDGE,0.9566,"[[1277.0, 67.0], [1408.0, 67.0], [1408.0, 102.0], [1277.0, 102.0]]"
9103002_h2_w6.png,5,VERONA,0.9978,"[[1574.0, 71.0], [1775.0, 75.0], [1774.0, 119.0], [1573.0, 114.0]]"
9103002_h2_w6.png,6,HOLIDAY,0.9952,"[[523.0, 88.0], [677.0, 88.0], [677.0, 125.0], [523.0, 125.0]]"
9103002_h2_w6.png,7,RIDC,0.9721,"[[137.0, 106.0], [252.0, 104.0], [252.0, 142.0], [138.0, 144.0]]"
9103002_h2_w6.png,8,INN,0.9981,"[[535.0, 123.0], [615.0, 123.0], [615.0, 162.0], [535.0, 162.0]]"
9103002_h2_w6.png,9,INDUST.PARK,0.9828,"[[117.0, 142.0], [375.0, 142.0], [375.0, 183.0], [117.0, 183.0]]"
9103002_h2_w6.png,10,BLAWNOX13,0.882,"[[1121.0, 139.0], [1407.0, 157.0], [1404.0, 207.0], [1118.0, 189.0]]"
9103002_h2_w6.png,11,WATERWORKS,0.9954,"[[602.0, 215.0], [864.0, 212.0], [865.0, 250.0], [602.0, 252.0]]"
9103002_h2_w6.png,12,BELMAR,0.9923,"[[1581.0, 235.0], [1767.0, 235.0], [1767.0, 279.0], [1581.0, 279.0]]"
9103002_h2_w6.png,13,ST.MARGA,0.952,"[[85.0, 257.0], [266.0, 252.0], [267.0, 295.0], [86.0, 300.0]]"
9103002_h2_w6.png,14,MALL,0.9969,"[[629.0, 252.0], [740.0, 252.0], [740.0, 296.0], [629.0, 296.0]]"
9103002_h2_w6.png,15,PGH,0.9694,"[[816.0, 278.0], [917.0, 284.0], [915.0, 328.0], [814.0, 322.0]]"
9103002_h2_w6.png,16,MEM HO,0.9164,"[[83.0, 292.0], [262.0, 292.0], [262.0, 342.0], [83.0, 342.0]]"
9103002_h2_w6.png,17,8,0.9895,"[[1469.0, 315.0], [1496.0, 315.0], [1496.0, 348.0], [1469.0, 348.0]]"
9103002_h2_w6.png,19,BRUSHTON,0.9736,"[[1779.0, 323.0], [1999.0, 323.0], [1999.0, 365.0], [1779.0, 365.0]]"
9103002_h2_w6.png,20,ASPINWALL,0.9887,"[[512.0, 354.0], [774.0, 350.0], [775.0, 400.0], [513.0, 404.0]]"
9103002_h2_w6.png,21,STAN,0.9872,"[[1192.0, 397.0], [1280.0, 411.0], [1277.0, 435.0], [1188.0, 420.0]]"
9103002_h2_w6.png,22,HIGHLAND,0.9948,"[[244.0, 438.0], [456.0, 438.0], [456.0, 473.0], [244.0, 473.0]]"
9103002_h2_w6.png,23,HIGHLAND?,0.9245,"[[1004.0, 469.0], [1268.0, 462.0], [1269.0, 506.0], [1005.0, 513.0]]"
9103002_h2_w6.png,24,PARK,0.9837,"[[204.0, 479.0], [315.0, 479.0], [315.0, 508.0], [204.0, 508.0]]"
9103002_h2_w6.png,25,PARK,0.9966,"[[1057.0, 505.0], [1193.0, 516.0], [1189.0, 561.0], [1053.0, 551.0]]"
9103002_h2_w6.png,27,THEOLOGICAL,0.9953,"[[1308.0, 548.0], [1556.0, 544.0], [1557.0, 585.0], [1309.0, 590.0]]"
9103002_h2_w6.png,29,RESBYTERIAN,0.9912,"[[1606.0, 558.0], [1860.0, 554.0], [1861.0, 589.0], [1607.0, 594.0]]"
9103002_h2_w6.png,30,SEMINARY,0.9962,"[[1318.0, 581.0], [1540.0, 588.0], [1539.0, 630.0], [1316.0, 623.0]]"
9103002_h2_w6.png,31,NTRANCE,0.9946,"[[875.0, 594.0], [1052.0, 594.0], [1052.0, 629.0], [875.0, 629.0]]"
9103002_h2_w6.png,32,CATHEDRAL,0.9865,"[[1598.0, 596.0], [1815.0, 596.0], [1815.0, 631.0], [1598.0, 631.0]]"
9103002_h2_w6.png,33,PGH,0.99,"[[1906.0, 658.0], [1996.0, 658.0], [1996.0, 704.0], [1906.0, 704.0]]"
9103002_h2_w6.png,34,MORNINGSIDE,0.9957,"[[487.0, 685.0], [808.0, 683.0], [808.0, 721.0], [488.0, 723.0]]"
9103002_h2_w6.png,35,FORT,0.993,"[[1885.0, 700.0], [1999.0, 700.0], [1999.0, 744.0], [1885.0, 744.0]]"
9103002_h2_w6.png,36,ALLEGHENY,0.9945,"[[996.0, 750.0], [1242.0, 750.0], [1242.0, 785.0], [996.0, 785.0]]"
9103002_h2_w6.png,37,EAST,0.9969,"[[1717.0, 746.0], [1846.0, 746.0], [1846.0, 792.0], [1717.0, 792.0]]"
9103002_h2_w6.png,39,ST.FRANCIS,0.9908,"[[594.0, 796.0], [838.0, 796.0], [838.0, 838.0], [594.0, 838.0]]"
